1,1,1,1,0,1,1,3,81.0,80.0
2,1,1,1,0,1,3,4,100.0,81.0
3,1,1,1,0,1,4,5,119.0,100.0
4,1,1,1,0,1,5,6,138.0,119.0
5,1,1,1,0,1,6,7,157.0,138.0
6,1,1,1,0,1,7,8,176.0,157.0
7,1,1,1,0,1,8,9,195.0,176.0
8,1,1,1,0,1,9,10,214.0,195.0
9,1,1,1,0,1,10,11,233.0,214.0
10,1,1,1,0,1,11,12,252.0,233.0
11,1,1,1,0,1,12,13,271.0,252.0
12,1,1,1,0,1,13,14,290.0,271.0
13,1,1,1,0,1,14,15,309.0,290.0
14,1,1,1,0,1,15,16,328.0,309.0
15,1,1,1,0,1,16,17,347.0,328.0
16,1,1,1,0,1,17,18,366.0,347.0
17,1,1,1,0,1,18,19,385.0,366.0
18,1,1,1,0,1,19,20,404.0,385.0
19,1,1,1,0,1,20,21,423.0,404.0
20,1,1,1,0,1,21,2,23.0,423.0
21,1,1,1,0,1,80,81,82.0,79.0
22,1,1,1,0,1,81,100,101.0,82.0
23,1,1,1,0,1,100,119,120.0,101.0
24,1,1,1,0,1,119,138,139.0,120.0
25,1,1,1,0,1,138,157,158.0,139.0
26,1,1,1,0,1,157,176,177.0,158.0
27,1,1,1,0,1,176,195,196.0,177.0
28,1,1,1,0,1,195,214,215.0,196.0
29,1,1,1,0,1,214,233,234.0,215.0
30,1,1,1,0,1,233,252,253.0,234.0
31,1,1,1,0,1,252,271,272.0,253.0
32,1,1,1,0,1,271,290,291.0,272.0
33,1,1,1,0,1,290,309,310.0,291.0
34,1,1,1,0,1,309,328,329.0,310.0
35,1,1,1,0,1,328,347,348.0,329.0
36,1,1,1,0,1,347,366,367.0,348.0
37,1,1,1,0,1,366,385,386.0,367.0
38,1,1,1,0,1,385,404,405.0,386.0
39,1,1,1,0,1,404,423,424.0,405.0
40,1,1,1,0,1,423,23,24.0,424.0
41,1,1,1,0,1,79,82,83.0,78.0
42,1,1,1,0,1,82,101,102.0,83.0
43,1,1,1,0,1,101,120,121.0,102.0
44,1,1,1,0,1,120,139,140.0,121.0
45,1,1,1,0,1,139,158,159.0,140.0
46,1,1,1,0,1,158,177,178.0,159.0
47,1,1,1,0,1,177,196,197.0,178.0
48,1,1,1,0,1,196,215,216.0,197.0
49,1,1,1,0,1,215,234,235.0,216.0
50,1,1,1,0,1,234,253,254.0,235.0
51,1,1,1,0,1,253,272,273.0,254.0
52,1,1,1,0,1,272,291,292.0,273.0
53,1,1,1,0,1,291,310,311.0,292.0
54,1,1,1,0,1,310,329,330.0,311.0
55,1,1,1,0,1,329,348,349.0,330.0
56,1,1,1,0,1,348,367,368.0,349.0
57,1,1,1,0,1,367,386,387.0,368.0
58,1,1,1,0,1,386,405,406.0,387.0
59,1,1,1,0,1,405,424,425.0,406.0
60,1,1,1,0,1,424,24,25.0,425.0
61,1,1,1,0,1,78,83,84.0,77.0
62,1,1,1,0,1,83,102,103.0,84.0
63,1,1,1,0,1,102,121,122.0,103.0
64,1,1,1,0,1,121,140,141.0,122.0
65,1,1,1,0,1,140,159,160.0,141.0
66,1,1,1,0,1,159,178,179.0,160.0
67,1,1,1,0,1,178,197,198.0,179.0
68,1,1,1,0,1,197,216,217.0,198.0
69,1,1,1,0,1,216,235,236.0,217.0
70,1,1,1,0,1,235,254,255.0,236.0
71,1,1,1,0,1,254,273,274.0,255.0
72,1,1,1,0,1,273,292,293.0,274.0
73,1,1,1,0,1,292,311,312.0,293.0
74,1,1,1,0,1,311,330,331.0,312.0
75,1,1,1,0,1,330,349,350.0,331.0
76,1,1,1,0,1,349,368,369.0,350.0
77,1,1,1,0,1,368,387,388.0,369.0
78,1,1,1,0,1,387,406,407.0,388.0
79,1,1,1,0,1,406,425,426.0,407.0
80,1,1,1,0,1,425,25,26.0,426.0
81,1,1,1,0,1,77,84,85.0,76.0
82,1,1,1,0,1,84,103,104.0,85.0
83,1,1,1,0,1,103,122,123.0,104.0
84,1,1,1,0,1,122,141,142.0,123.0
85,1,1,1,0,1,141,160,161.0,142.0
86,1,1,1,0,1,160,179,180.0,161.0
87,1,1,1,0,1,179,198,199.0,180.0
88,1,1,1,0,1,198,217,218.0,199.0
89,1,1,1,0,1,217,236,237.0,218.0
90,1,1,1,0,1,236,255,256.0,237.0
91,1,1,1,0,1,255,274,275.0,256.0
92,1,1,1,0,1,274,293,294.0,275.0
93,1,1,1,0,1,293,312,313.0,294.0
94,1,1,1,0,1,312,331,332.0,313.0
95,1,1,1,0,1,331,350,351.0,332.0
96,1,1,1,0,1,350,369,370.0,351.0
97,1,1,1,0,1,369,388,389.0,370.0
98,1,1,1,0,1,388,407,408.0,389.0
99,1,1,1,0,1,407,426,427.0,408.0
100,1,1,1,0,1,426,26,27.0,427.0
101,1,1,1,0,1,76,85,86.0,75.0
102,1,1,1,0,1,85,104,105.0,86.0
103,1,1,1,0,1,104,123,124.0,105.0
104,1,1,1,0,1,123,142,143.0,124.0
105,1,1,1,0,1,142,161,162.0,143.0
106,1,1,1,0,1,161,180,181.0,162.0
107,1,1,1,0,1,180,199,200.0,181.0
108,1,1,1,0,1,199,218,219.0,200.0
109,1,1,1,0,1,218,237,238.0,219.0
110,1,1,1,0,1,237,256,257.0,238.0
111,1,1,1,0,1,256,275,276.0,257.0
112,1,1,1,0,1,275,294,295.0,276.0
113,1,1,1,0,1,294,313,314.0,295.0
114,1,1,1,0,1,313,332,333.0,314.0
115,1,1,1,0,1,332,351,352.0,333.0
116,1,1,1,0,1,351,370,371.0,352.0
117,1,1,1,0,1,370,389,390.0,371.0
118,1,1,1,0,1,389,408,409.0,390.0
119,1,1,1,0,1,408,427,428.0,409.0
120,1,1,1,0,1,427,27,28.0,428.0
121,1,1,1,0,1,75,86,87.0,74.0
122,1,1,1,0,1,86,105,106.0,87.0
123,1,1,1,0,1,105,124,125.0,106.0
124,1,1,1,0,1,124,143,144.0,125.0
125,1,1,1,0,1,143,162,163.0,144.0
126,1,1,1,0,1,162,181,182.0,163.0
127,1,1,1,0,1,181,200,201.0,182.0
128,1,1,1,0,1,200,219,220.0,201.0
129,1,1,1,0,1,219,238,239.0,220.0
130,1,1,1,0,1,238,257,258.0,239.0
131,1,1,1,0,1,257,276,277.0,258.0
132,1,1,1,0,1,276,295,296.0,277.0
133,1,1,1,0,1,295,314,315.0,296.0
134,1,1,1,0,1,314,333,334.0,315.0
135,1,1,1,0,1,333,352,353.0,334.0
136,1,1,1,0,1,352,371,372.0,353.0
137,1,1,1,0,1,371,390,391.0,372.0
138,1,1,1,0,1,390,409,410.0,391.0
139,1,1,1,0,1,409,428,429.0,410.0
140,1,1,1,0,1,428,28,29.0,429.0
141,1,1,1,0,1,74,87,88.0,73.0
142,1,1,1,0,1,87,106,107.0,88.0
143,1,1,1,0,1,106,125,126.0,107.0
144,1,1,1,0,1,125,144,145.0,126.0
145,1,1,1,0,1,144,163,164.0,145.0
146,1,1,1,0,1,163,182,183.0,164.0
147,1,1,1,0,1,182,201,202.0,183.0
148,1,1,1,0,1,201,220,221.0,202.0
149,1,1,1,0,1,220,239,240.0,221.0
150,1,1,1,0,1,239,258,259.0,240.0
151,1,1,1,0,1,258,277,278.0,259.0
152,1,1,1,0,1,277,296,297.0,278.0
153,1,1,1,0,1,296,315,316.0,297.0
154,1,1,1,0,1,315,334,335.0,316.0
155,1,1,1,0,1,334,353,354.0,335.0
156,1,1,1,0,1,353,372,373.0,354.0
157,1,1,1,0,1,372,391,392.0,373.0
158,1,1,1,0,1,391,410,411.0,392.0
159,1,1,1,0,1,410,429,430.0,411.0
160,1,1,1,0,1,429,29,30.0,430.0
161,1,1,1,0,1,73,88,89.0,72.0
162,1,1,1,0,1,88,107,108.0,89.0
163,1,1,1,0,1,107,126,127.0,108.0
164,1,1,1,0,1,126,145,146.0,127.0
165,1,1,1,0,1,145,164,165.0,146.0
166,1,1,1,0,1,164,183,184.0,165.0
167,1,1,1,0,1,183,202,203.0,184.0
168,1,1,1,0,1,202,221,222.0,203.0
169,1,1,1,0,1,221,240,241.0,222.0
170,1,1,1,0,1,240,259,260.0,241.0
171,1,1,1,0,1,259,278,279.0,260.0
172,1,1,1,0,1,278,297,298.0,279.0
173,1,1,1,0,1,297,316,317.0,298.0
174,1,1,1,0,1,316,335,336.0,317.0
175,1,1,1,0,1,335,354,355.0,336.0
176,1,1,1,0,1,354,373,374.0,355.0
177,1,1,1,0,1,373,392,393.0,374.0
178,1,1,1,0,1,392,411,412.0,393.0
179,1,1,1,0,1,411,430,431.0,412.0
180,1,1,1,0,1,430,30,31.0,431.0
181,1,1,1,0,1,72,89,90.0,71.0
182,1,1,1,0,1,89,108,109.0,90.0
183,1,1,1,0,1,108,127,128.0,109.0
184,1,1,1,0,1,127,146,147.0,128.0
185,1,1,1,0,1,146,165,166.0,147.0
186,1,1,1,0,1,165,184,185.0,166.0
187,1,1,1,0,1,184,203,204.0,185.0
188,1,1,1,0,1,203,222,223.0,204.0
189,1,1,1,0,1,222,241,242.0,223.0
190,1,1,1,0,1,241,260,261.0,242.0
191,1,1,1,0,1,260,279,280.0,261.0
192,1,1,1,0,1,279,298,299.0,280.0
193,1,1,1,0,1,298,317,318.0,299.0
194,1,1,1,0,1,317,336,337.0,318.0
195,1,1,1,0,1,336,355,356.0,337.0
196,1,1,1,0,1,355,374,375.0,356.0
197,1,1,1,0,1,374,393,394.0,375.0
198,1,1,1,0,1,393,412,413.0,394.0
199,1,1,1,0,1,412,431,432.0,413.0
200,1,1,1,0,1,431,31,32.0,432.0
201,1,1,1,0,1,71,90,91.0,70.0
202,1,1,1,0,1,90,109,110.0,91.0
203,1,1,1,0,1,109,128,129.0,110.0
204,1,1,1,0,1,128,147,148.0,129.0
205,1,1,1,0,1,147,166,167.0,148.0
206,1,1,1,0,1,166,185,186.0,167.0
207,1,1,1,0,1,185,204,205.0,186.0
208,1,1,1,0,1,204,223,224.0,205.0
209,1,1,1,0,1,223,242,243.0,224.0
210,1,1,1,0,1,242,261,262.0,243.0
211,1,1,1,0,1,261,280,281.0,262.0
212,1,1,1,0,1,280,299,300.0,281.0
213,1,1,1,0,1,299,318,319.0,300.0
214,1,1,1,0,1,318,337,338.0,319.0
215,1,1,1,0,1,337,356,357.0,338.0
216,1,1,1,0,1,356,375,376.0,357.0
217,1,1,1,0,1,375,394,395.0,376.0
218,1,1,1,0,1,394,413,414.0,395.0
219,1,1,1,0,1,413,432,433.0,414.0
220,1,1,1,0,1,432,32,33.0,433.0
221,1,1,1,0,1,70,91,92.0,69.0
222,1,1,1,0,1,91,110,111.0,92.0
223,1,1,1,0,1,110,129,130.0,111.0
224,1,1,1,0,1,129,148,149.0,130.0
225,1,1,1,0,1,148,167,168.0,149.0
226,1,1,1,0,1,167,186,187.0,168.0
227,1,1,1,0,1,186,205,206.0,187.0
228,1,1,1,0,1,205,224,225.0,206.0
229,1,1,1,0,1,224,243,244.0,225.0
230,1,1,1,0,1,243,262,263.0,244.0
231,1,1,1,0,1,262,281,282.0,263.0
232,1,1,1,0,1,281,300,301.0,282.0
233,1,1,1,0,1,300,319,320.0,301.0
234,1,1,1,0,1,319,338,339.0,320.0
235,1,1,1,0,1,338,357,358.0,339.0
236,1,1,1,0,1,357,376,377.0,358.0
237,1,1,1,0,1,376,395,396.0,377.0
238,1,1,1,0,1,395,414,415.0,396.0
239,1,1,1,0,1,414,433,434.0,415.0
240,1,1,1,0,1,433,33,34.0,434.0
241,1,1,1,0,1,69,92,93.0,68.0
242,1,1,1,0,1,92,111,112.0,93.0
243,1,1,1,0,1,111,130,131.0,112.0
244,1,1,1,0,1,130,149,150.0,131.0
245,1,1,1,0,1,149,168,169.0,150.0
246,1,1,1,0,1,168,187,188.0,169.0
247,1,1,1,0,1,187,206,207.0,188.0
248,1,1,1,0,1,206,225,226.0,207.0
249,1,1,1,0,1,225,244,245.0,226.0
250,1,1,1,0,1,244,263,264.0,245.0
251,1,1,1,0,1,263,282,283.0,264.0
252,1,1,1,0,1,282,301,302.0,283.0
253,1,1,1,0,1,301,320,321.0,302.0
254,1,1,1,0,1,320,339,340.0,321.0
255,1,1,1,0,1,339,358,359.0,340.0
256,1,1,1,0,1,358,377,378.0,359.0
257,1,1,1,0,1,377,396,397.0,378.0
258,1,1,1,0,1,396,415,416.0,397.0
259,1,1,1,0,1,415,434,435.0,416.0
260,1,1,1,0,1,434,34,35.0,435.0
261,1,1,1,0,1,68,93,94.0,67.0
262,1,1,1,0,1,93,112,113.0,94.0
263,1,1,1,0,1,112,131,132.0,113.0
264,1,1,1,0,1,131,150,151.0,132.0
265,1,1,1,0,1,150,169,170.0,151.0
266,1,1,1,0,1,169,188,189.0,170.0
267,1,1,1,0,1,188,207,208.0,189.0
268,1,1,1,0,1,207,226,227.0,208.0
269,1,1,1,0,1,226,245,246.0,227.0
270,1,1,1,0,1,245,264,265.0,246.0
271,1,1,1,0,1,264,283,284.0,265.0
272,1,1,1,0,1,283,302,303.0,284.0
273,1,1,1,0,1,302,321,322.0,303.0
274,1,1,1,0,1,321,340,341.0,322.0
275,1,1,1,0,1,340,359,360.0,341.0
276,1,1,1,0,1,359,378,379.0,360.0
277,1,1,1,0,1,378,397,398.0,379.0
278,1,1,1,0,1,397,416,417.0,398.0
279,1,1,1,0,1,416,435,436.0,417.0
280,1,1,1,0,1,435,35,36.0,436.0
281,1,1,1,0,1,67,94,95.0,66.0
282,1,1,1,0,1,94,113,114.0,95.0
283,1,1,1,0,1,113,132,133.0,114.0
284,1,1,1,0,1,132,151,152.0,133.0
285,1,1,1,0,1,151,170,171.0,152.0
286,1,1,1,0,1,170,189,190.0,171.0
287,1,1,1,0,1,189,208,209.0,190.0
288,1,1,1,0,1,208,227,228.0,209.0
289,1,1,1,0,1,227,246,247.0,228.0
290,1,1,1,0,1,246,265,266.0,247.0
291,1,1,1,0,1,265,284,285.0,266.0
292,1,1,1,0,1,284,303,304.0,285.0
293,1,1,1,0,1,303,322,323.0,304.0
294,1,1,1,0,1,322,341,342.0,323.0
295,1,1,1,0,1,341,360,361.0,342.0
296,1,1,1,0,1,360,379,380.0,361.0
297,1,1,1,0,1,379,398,399.0,380.0
298,1,1,1,0,1,398,417,418.0,399.0
299,1,1,1,0,1,417,436,437.0,418.0
300,1,1,1,0,1,436,36,37.0,437.0
301,1,1,1,0,1,66,95,96.0,65.0
302,1,1,1,0,1,95,114,115.0,96.0
303,1,1,1,0,1,114,133,134.0,115.0
304,1,1,1,0,1,133,152,153.0,134.0
305,1,1,1,0,1,152,171,172.0,153.0
306,1,1,1,0,1,171,190,191.0,172.0
307,1,1,1,0,1,190,209,210.0,191.0
308,1,1,1,0,1,209,228,229.0,210.0
309,1,1,1,0,1,228,247,248.0,229.0
310,1,1,1,0,1,247,266,267.0,248.0
311,1,1,1,0,1,266,285,286.0,267.0
312,1,1,1,0,1,285,304,305.0,286.0
313,1,1,1,0,1,304,323,324.0,305.0
314,1,1,1,0,1,323,342,343.0,324.0
315,1,1,1,0,1,342,361,362.0,343.0
316,1,1,1,0,1,361,380,381.0,362.0
317,1,1,1,0,1,380,399,400.0,381.0
318,1,1,1,0,1,399,418,419.0,400.0
