319,1,1,1,0,1,418,437,438.0,419.0
320,1,1,1,0,1,437,37,38.0,438.0
321,1,1,1,0,1,65,96,97.0,64.0
322,1,1,1,0,1,96,115,116.0,97.0
323,1,1,1,0,1,115,134,135.0,116.0
324,1,1,1,0,1,134,153,154.0,135.0
325,1,1,1,0,1,153,172,173.0,154.0
326,1,1,1,0,1,172,191,192.0,173.0
327,1,1,1,0,1,191,210,211.0,192.0
328,1,1,1,0,1,210,229,230.0,211.0
329,1,1,1,0,1,229,248,249.0,230.0
330,1,1,1,0,1,248,267,268.0,249.0
331,1,1,1,0,1,267,286,287.0,268.0
332,1,1,1,0,1,286,305,306.0,287.0
333,1,1,1,0,1,305,324,325.0,306.0
334,1,1,1,0,1,324,343,344.0,325.0
335,1,1,1,0,1,343,362,363.0,344.0
336,1,1,1,0,1,362,381,382.0,363.0
337,1,1,1,0,1,381,400,401.0,382.0
338,1,1,1,0,1,400,419,420.0,401.0
339,1,1,1,0,1,419,438,439.0,420.0
340,1,1,1,0,1,438,38,39.0,439.0
341,1,1,1,0,1,64,97,98.0,63.0
342,1,1,1,0,1,97,116,117.0,98.0
343,1,1,1,0,1,116,135,136.0,117.0
344,1,1,1,0,1,135,154,155.0,136.0
345,1,1,1,0,1,154,173,174.0,155.0
346,1,1,1,0,1,173,192,193.0,174.0
347,1,1,1,0,1,192,211,212.0,193.0
348,1,1,1,0,1,211,230,231.0,212.0
349,1,1,1,0,1,230,249,250.0,231.0
350,1,1,1,0,1,249,268,269.0,250.0
351,1,1,1,0,1,268,287,288.0,269.0
352,1,1,1,0,1,287,306,307.0,288.0
353,1,1,1,0,1,306,325,326.0,307.0
354,1,1,1,0,1,325,344,345.0,326.0
355,1,1,1,0,1,344,363,364.0,345.0
356,1,1,1,0,1,363,382,383.0,364.0
357,1,1,1,0,1,382,401,402.0,383.0
358,1,1,1,0,1,401,420,421.0,402.0
359,1,1,1,0,1,420,439,440.0,421.0
360,1,1,1,0,1,439,39,40.0,440.0
361,1,1,1,0,1,63,98,99.0,62.0
362,1,1,1,0,1,98,117,118.0,99.0
363,1,1,1,0,1,117,136,137.0,118.0
364,1,1,1,0,1,136,155,156.0,137.0
365,1,1,1,0,1,155,174,175.0,156.0
366,1,1,1,0,1,174,193,194.0,175.0
367,1,1,1,0,1,193,212,213.0,194.0
368,1,1,1,0,1,212,231,232.0,213.0
369,1,1,1,0,1,231,250,251.0,232.0
370,1,1,1,0,1,250,269,270.0,251.0
371,1,1,1,0,1,269,288,289.0,270.0
372,1,1,1,0,1,288,307,308.0,289.0
373,1,1,1,0,1,307,326,327.0,308.0
374,1,1,1,0,1,326,345,346.0,327.0
375,1,1,1,0,1,345,364,365.0,346.0
376,1,1,1,0,1,364,383,384.0,365.0
377,1,1,1,0,1,383,402,403.0,384.0
378,1,1,1,0,1,402,421,422.0,403.0
379,1,1,1,0,1,421,440,441.0,422.0
380,1,1,1,0,1,440,40,41.0,441.0
381,1,1,1,0,1,62,99,61.0,42.0
382,1,1,1,0,1,99,118,60.0,61.0
383,1,1,1,0,1,118,137,59.0,60.0
384,1,1,1,0,1,137,156,58.0,59.0
385,1,1,1,0,1,156,175,57.0,58.0
386,1,1,1,0,1,175,194,56.0,57.0
387,1,1,1,0,1,194,213,55.0,56.0
388,1,1,1,0,1,213,232,54.0,55.0
389,1,1,1,0,1,232,251,53.0,54.0
390,1,1,1,0,1,251,270,52.0,53.0
391,1,1,1,0,1,270,289,51.0,52.0
392,1,1,1,0,1,289,308,50.0,51.0
393,1,1,1,0,1,308,327,49.0,50.0
394,1,1,1,0,1,327,346,48.0,49.0
395,1,1,1,0,1,346,365,47.0,48.0
396,1,1,1,0,1,365,384,46.0,47.0
397,1,1,1,0,1,384,403,45.0,46.0
398,1,1,1,0,1,403,422,44.0,45.0
399,1,1,1,0,1,422,441,43.0,44.0
400,1,1,1,0,1,441,41,22.0,43.0
